RowNumber,AnimalName,AnimalGender,AnimalBirthMonth,BreedName,Borough,ZipCode,LicenseIssuedDate,LicenseExpiredDate,Extract Year
114199,FRANKIE,M,2013,Maltese,,11219,12/12/18,11/24/19,2018
115230,UNKNOWN,M,2018,Morkie,,11219,12/17/18,12/17/19,2018
116008,CHARLIE,M,2016,Maltese Crossbreed,,11219,12/21/18,1/13/20,2018
116166,NOEL,F,2018,"Coonhound, Treeing Walker",,11219,12/22/18,12/22/19,2018
116864,SPARKY,M,2016,Chihuahua,,11219,12/28/18,11/2/19,2018
116990,ALEXANDER,M,2005,Unknown,,11219,12/28/18,12/10/19,2018
117060,SILVA,M,2018,Shih Tzu,,11219,12/29/18,12/29/19,2018
117075,COPPER,M,2012,Dachshund,,11219,12/29/18,2/18/20,2018
117185,MILAN,F,2018,Yorkshire Terrier,,11219,12/30/18,12/30/19,2018
117357,LEXI,F,2014,Jack Russell Terrier,,11219,12/31/18,2/13/20,2018
46925,POPPY,F,2016,Labrador Retriever Crossbreed,,11220,1/2/18,9/24/22,2018
46942,YOSHI,M,2017,Shiba Inu,,11220,1/2/18,1/2/19,2018
47016,LOKI,M,2011,Unknown,,11220,1/2/18,1/25/19,2018
47127,EMILY,F,2002,Shih Tzu,,11220,1/3/18,11/29/18,2018
47305,ZASPER,M,2016,Yorkshire Terrier,,11220,1/3/18,12/9/18,2018
47469,ELLIE,M,2016,Labrador Retriever,,11220,1/5/18,1/26/19,2018
47580,UNKNOWN,F,2017,German Shepherd Crossbreed,,11220,1/6/18,1/6/19,2018
47587,SARAH,F,2012,Labrador Retriever,,11220,1/6/18,1/6/23,2018
47755,ZACK,M,2014,Wheaton Terrier,,11220,1/8/18,1/8/23,2018
47989,DUONG,M,2017,Shih Tzu,,11220,1/9/18,1/9/19,2018
48317,LUCKY,M,2012,Shih Tzu,,11220,1/11/18,1/8/20,2018
48444,DUKE,M,2016,German Shepherd Dog,,11220,1/12/18,12/25/18,2018
48485,UNKNOWN,M,2016,Chihuahua Crossbreed,,11220,1/13/18,1/13/19,2018
48669,NELLA,F,2015,Portuguese Water Dog,,11220,1/14/18,3/6/19,2018
48705,NAME NOT PROVIDED,M,2017,Miniature Schnauzer,,11220,1/14/18,1/14/19,2018
48709,EDEN,F,2015,Border Collie Crossbreed,,11220,1/15/18,1/15/19,2018
49148,WILHEMINA,F,2011,Shih Tzu Crossbreed,,11220,1/17/18,1/17/20,2018
49162,NINO,M,2012,Yorkshire Terrier,,11220,1/17/18,1/28/19,2018
49284,QUEEN,F,2013,Shih Tzu,,11220,1/17/18,1/28/19,2018
49293,MURPHY,M,2007,Unknown,,11220,1/17/18,2/13/19,2018
49556,HERCULES,M,2017,Maltese Crossbreed,,11220,1/18/18,1/18/19,2018
49687,OLIVIA,F,2016,American Pit Bull Mix / Pit Bull Mix,,11220,1/19/18,1/19/19,2018
49837,KIRA,F,2011,German Shepherd Crossbreed,,11220,1/21/18,1/21/19,2018
49969,BABY,M,2008,Chihuahua,,11220,1/22/18,1/29/21,2018
50066,ROMEO,M,2017,Shih Tzu Crossbreed,,11220,1/22/18,1/22/19,2018
50098,MAXWELL,M,2013,Unknown,,11220,1/22/18,2/6/19,2018
50175,ATLAS,M,2016,Labradoodle,,11220,1/23/18,1/23/23,2018
50229,LOUI,M,2011,Unknown,,11220,1/23/18,2/6/19,2018
50313,MINNIE,F,2010,Miniature Pinscher,,11220,1/23/18,1/2/19,2018
50433,CHULO,M,2007,Yorkshire Terrier,,11220,1/23/18,1/31/19,2018
50476,FROSTY,M,2009,Labrador Retriever,,11220,1/24/18,4/6/19,2018
50489,RHEIA,F,2017,Shiba Inu,,11220,1/24/18,1/24/19,2018
50509,BAYMAX,M,2014,Shiba Inu,,11220,1/24/18,2/26/18,2018
50585,KITKO,F,2012,Shiba Inu,,11220,1/24/18,5/17/19,2018
50683,LUNA,F,2017,Shiba Inu,,11220,1/25/18,1/25/19,2018
50702,RICKY,M,2011,Chihuahua,,11220,1/25/18,1/25/19,2018
50827,JAKE,M,2008,Unknown,,11220,1/26/18,2/5/19,2018
51042,BENJAMIN,M,2009,Shih Tzu,,11220,1/28/18,1/2/19,2018
51516,JACK,M,2012,Cane Corso,,11220,1/30/18,12/30/18,2018
51575,JILL,F,2012,Cane Corso,,11220,1/30/18,12/30/18,2018
51806,CHRISSY,F,2014,Unknown,,11220,2/1/18,3/8/19,2018
51808,FRANCISCO,M,2014,Yorkshire Terrier,,11220,2/1/18,4/25/18,2018
51827,LEIA,F,2017,Beagle,,11220,2/1/18,2/1/19,2018
51837,RENATA,F,2017,Yorkshire Terrier,,11220,2/1/18,2/1/19,2018
52376,SAQUISILI,M,2017,Yorkshire Terrier,,11220,2/5/18,2/5/19,2018
53184,ALICE,F,2015,American Pit Bull Mix / Pit Bull Mix,,11220,2/8/18,2/8/23,2018
53233,OTIS,M,2015,French Bulldog,,11220,2/9/18,2/9/19,2018
53262,THEO,M,2015,Yorkshire Terrier,,11220,2/9/18,4/10/19,2018
53449,BLITZEN,M,2008,Unknown,,11220,2/9/18,12/13/18,2018
53539,DUDE,M,2016,Pomeranian,,11220,2/10/18,2/10/23,2018
53560,GOLDA,F,2011,Chihuahua,,11220,2/10/18,3/7/20,2018
53588,DAISY,F,2011,Chihuahua,,11220,2/10/18,2/10/19,2018
53743,LORITA,F,2014,Chihuahua,,11220,2/11/18,3/19/19,2018
53893,NELLY,F,2015,Pomeranian,,11220,2/12/18,3/21/19,2018
54067,SANTOS,M,2017,"Dachshund, Long Haired Miniature",,11220,2/12/18,2/12/19,2018
54087,SPARKEY,,2005,Yorkshire Terrier,,11220,2/13/18,3/1/19,2018
54553,BOO,M,2002,Shih Tzu,,11220,2/14/18,3/30/19,2018
54622,SNOOPY,M,2011,Beagle,,11220,2/15/18,2/15/19,2018
54718,RUBY,F,2008,Cocker Spaniel,,11220,2/15/18,2/15/19,2018
54757,GIZMO,M,2016,Boxer,,11220,2/15/18,11/15/22,2018
55023,CLOVER,F,2017,American Pit Bull Mix / Pit Bull Mix,,11220,2/17/18,2/17/19,2018
55190,JUNE,F,2015,Unknown,,11220,2/18/18,3/28/19,2018
55284,LOPINTO,M,2017,Morkie,,11220,2/19/18,2/19/19,2018
55386,TOBY,M,2016,American Pit Bull Terrier/Pit Bull,,11220,2/20/18,3/22/19,2018
55586,COLBY,M,2006,"Collie, Border",,11220,2/21/18,3/26/19,2018
55596,MAX,M,2017,Bichon Frise Crossbreed,,11220,2/21/18,3/12/19,2018
55649,QQ,M,2016,Pekingese,,11220,2/21/18,3/17/19,2018
55751,CONAN,M,2013,American Pit Bull Terrier/Pit Bull,,11220,2/21/18,3/14/19,2018
55792,GRIZZLY,M,2011,Pomeranian,,11220,2/21/18,4/10/19,2018
55951,MAX,M,2017,Maltese,,11220,2/22/18,4/12/19,2018
56133,OZZY,M,1980,Labrador Retriever,,11220,2/23/18,7/15/19,2018
56171,NASH,M,2013,Terrier mix,,11220,2/24/18,4/1/19,2018
56617,GIA,F,2003,Yorkshire Terrier,,11220,2/26/18,4/15/19,2018
56652,CHAPPIE,M,2017,Shih Tzu,,11220,2/27/18,2/27/19,2018
56817,SEVEN,M,2015,American Pit Bull Terrier/Pit Bull,,11220,2/27/18,3/17/19,2018
57122,TWEETIE,F,2017,Shih Tzu,,11220,2/28/18,2/28/19,2018
57620,SPARKY,M,2008,Maltese,,11220,3/3/18,5/2/23,2018
57621,TWINKY,F,2011,Yorkshire Terrier,,11220,3/3/18,5/2/23,2018
57674,SHERA,F,2000,Miniature Pinscher,,11220,3/3/18,4/30/19,2018
57676,LOK,M,2016,Shih Tzu,,11220,3/3/18,5/1/19,2018
57890,LUCCA,M,2015,Lagotto Romagnolo,,11220,3/4/18,4/29/19,2018
57927,COOKIE,M,2018,Yorkshire Terrier,,11220,3/4/18,3/4/19,2018
58051,RAMOS,F,2017,Maltese Crossbreed,,11220,3/5/18,3/5/19,2018
58394,SNAPPY,M,2008,Dachshund Smooth Coat Miniature,,11220,3/6/18,4/24/19,2018
58651,PRINCESS,F,2017,Maltese Crossbreed,,11220,3/7/18,3/7/19,2018
58700,AGUILAR,F,2017,Maltese Crossbreed,,11220,3/7/18,3/7/19,2018
58715,ASHTON,M,2009,Shih Tzu,,11220,3/7/18,1/19/19,2018
58974,UNKNOWN,M,2017,Chihuahua,,11220,3/9/18,3/9/19,2018
59138,SKYLAR,M,2007,Unknown,,11220,3/9/18,4/22/21,2018
59544,HONEY,F,2013,Siberian Husky,,11220,3/11/18,3/11/20,2018
59668,FINN,M,2011,Cocker Spaniel,,11220,3/12/18,4/25/19,2018
60009,CASSANDRA,F,2011,Boxer,,11220,3/13/18,4/15/19,2018
60276,LMNO,F,2017,Yorkshire Terrier,,11220,3/14/18,3/14/19,2018
60820,FROSTY,M,2014,Bichon Frise,,11220,3/17/18,3/18/19,2018
60840,SMOKE,M,2017,Siberian Husky,,11220,3/17/18,3/17/19,2018
60882,BELLA,F,2015,Terrier mix,,11220,3/17/18,3/17/19,2018
60897,DINO,M,2015,Shih Tzu Crossbreed,,11220,3/17/18,9/30/18,2018
61022,PUPPY,F,2018,Chihuahua,,11220,3/18/18,3/18/19,2018
61043,PUPPY,F,2018,Chihuahua,,11220,3/18/18,3/18/19,2018
61248,MAXWELL,M,2005,"Bull Dog, English",,11220,3/19/18,4/29/19,2018
61325,CHEETO,M,2013,American Pit Bull Mix / Pit Bull Mix,,11220,3/19/18,2/28/20,2018
61377,STAR,F,2013,"Poodle, Standard",,11220,3/20/18,9/28/18,2018
61575,JACE,M,2013,Labrador Retriever,,11220,3/20/18,3/20/23,2018
61717,TEDDY,M,2017,Shih Tzu,,11220,3/21/18,3/21/23,2018
61845,ANDRADE,M,2018,Morkie,,11220,3/22/18,3/22/19,2018
61885,LILO,F,2018,Shih Tzu,,11220,3/22/18,3/22/19,2018
61989,LUCAS,M,2015,Pomeranian,,11220,3/23/18,3/23/19,2018
62192,MIA,F,2015,Unknown,,11220,3/24/18,3/24/19,2018
62727,YORKIE-POO,F,2017,Yorkshire Terrier Crossbreed,,11220,3/28/18,3/28/19,2018
62978,COOKIE,F,2016,Labrador Retriever,,11220,3/29/18,4/28/19,2018
63049,RUBY,F,2015,"Dachshund, Long Haired",,11220,3/30/18,3/18/19,2018
63223,CHOCO,M,2010,Yorkshire Terrier,,11220,3/30/18,1/31/19,2018
63282,PRINCESS,F,2010,Cocker Spaniel,,11220,3/31/18,5/17/19,2018
63439,CHIQUITA,F,2014,Yorkshire Terrier,,11220,4/1/18,5/11/20,2018
63478,DALI,F,2015,Labrador Retriever Crossbreed,,11220,4/1/18,12/19/22,2018
63540,LOBO,M,2014,Yorkshire Terrier,,11220,4/1/18,5/6/20,2018
63590,BEAUTY,F,2011,German Shepherd Crossbreed,,11220,4/2/18,3/12/19,2018
63650,SKY,F,2012,Siberian Husky,,11220,4/2/18,3/2/19,2018
63660,MAX,M,2010,Beagle,,11220,4/2/18,12/26/18,2018
63762,ALFIE,M,2006,West High White Terrier,,11220,4/2/18,4/30/19,2018
63849,WINSTON,M,2008,Pug,,11220,4/3/18,3/14/19,2018
63919,NELLIE,F,2009,Golden Retriever,,11220,4/3/18,4/29/22,2018
63931,POLA,F,2017,Chihuahua,,11220,4/3/18,10/5/19,2018
64334,BROCKY,M,2016,American Staffordshire Terrier,,11220,4/5/18,4/5/19,2018
64576,LILLY,F,2007,Chow Chow,,11220,4/6/18,4/6/19,2018
64752,GUS,M,2013,Unknown,,11220,4/7/18,6/2/20,2018
64959,SOPHIE,F,2007,Yorkshire Terrier,,11220,4/8/18,5/31/19,2018
65282,MACHO,M,2012,Chihuahua,,11220,4/9/18,3/5/19,2018
65308,HARVEY,M,2013,West Highland White Terrier,,11220,4/9/18,4/9/19,2018
65821,ROXY,F,2009,"Schnauzer, Miniature",,11220,4/12/18,5/3/19,2018
66039,HANK,M,2012,Unknown,,11220,4/13/18,4/25/19,2018
66486,BELLA,F,2011,American Pit Bull Mix / Pit Bull Mix,,11220,4/15/18,4/15/19,2018
66558,SHRIMPS,M,2011,Poodle Crossbreed,,11220,4/15/18,4/15/19,2018
66614,LEO,M,2011,Jack Russell Terrier,,11220,4/16/18,4/16/23,2018
67267,KOBI,M,2012,Yorkshire Terrier,,11220,4/18/18,12/16/18,2018
67269,BETSY,F,2000,Unknown,,11220,4/18/18,5/31/19,2018
67303,YOSHI,F,2002,Shih Tzu,,11220,4/18/18,4/29/19,2018
67587,TRISTAN,M,2007,"Welsh Corgi, Pembroke",,11220,4/20/18,6/19/19,2018
67648,SIMON,M,2017,Welsh Terrier,,11220,4/21/18,4/21/19,2018
67691,BEAR,F,2008,Maltipoo,,11220,4/21/18,4/21/21,2018
67714,GARCIA,F,2017,Maltese,,11220,4/21/18,4/21/19,2018
67889,DIEGO,M,2017,German Shepherd Crossbreed,,11220,4/22/18,4/22/19,2018
68028,DUONG,M,2017,Havanese,,11220,4/23/18,4/23/19,2018
68208,LANI,F,2017,American Pit Bull Terrier/Pit Bull,,11220,4/23/18,4/23/23,2018
68322,PEACHES,F,2012,Labrador Retriever,,11220,4/24/18,6/8/19,2018
68447,ETTA,F,2015,Labrador Retriever,,11220,4/24/18,4/24/19,2018
68671,BEAR,F,2012,Cairn Terrier,,11220,4/25/18,5/24/19,2018
68867,RAMOS,M,2017,Havanese,,11220,4/26/18,4/26/19,2018
69769,CHISPY,M,2009,Chihuahua,,11220,4/30/18,6/5/19,2018
69902,DANTE,M,2017,Border Collie,,11220,5/1/18,5/1/21,2018
69945,MAX,M,2006,Cavalier King Charles Spaniel,,11220,5/1/18,6/5/19,2018
69974,DOC,M,2003,Maltese,,11220,5/1/18,5/30/19,2018
70143,PRINCESS,F,2005,Bichon Frise,,11220,5/2/18,5/13/19,2018
70172,DELGADO,M,2018,Yorkshire Terrier,,11220,5/2/18,5/2/19,2018
70569,COCO,M,2017,Yorkshire Terrier,,11220,5/4/18,5/4/19,2018
71140,OREO,M,2015,Shih Tzu,,11220,5/7/18,2/28/19,2018
71142,MARSHMALLOW,M,2013,Maltese,,11220,5/7/18,8/14/19,2018
71496,BRONSON,M,2017,Rottweiler,,11220,5/9/18,5/9/19,2018
71578,TROUBLE,F,2016,Rottweiler,,11220,5/9/18,5/9/19,2018
71697,SAMSON,M,2013,Unknown,,11220,5/9/18,2/7/19,2018
71789,TOBY,M,2004,Chihuahua,,11220,5/10/18,6/25/19,2018
72063,BOO,F,2012,Cane Corso,,11220,5/11/18,1/26/20,2018
72125,BUDDY,M,2008,Unknown,,11220,5/11/18,5/31/19,2018
72343,BAMA,F,2015,Rat Terrier,,11220,5/12/18,7/9/19,2018
72363,LUNA,F,2014,American Pit Bull Mix / Pit Bull Mix,,11220,5/12/18,5/12/19,2018
72464,TOBY,M,2015,Terrier mix,,11220,5/13/18,5/13/19,2018
72489,LILLY,F,2016,Morkie,,11220,5/13/18,6/1/19,2018
72842,TUXEDO,M,2012,Shih Tzu,,11220,5/15/18,5/15/19,2018
72862,OSKAR,M,2008,Chihuahua,,11220,5/15/18,6/28/19,2018
72891,FIONA,F,2012,American Pit Bull Terrier/Pit Bull,,11220,5/15/18,10/28/18,2018
72903,GIZMO,M,2012,Shih Tzu,,11220,5/15/18,5/13/19,2018
72967,LILLY,F,2008,Miniature Pinscher,,11220,5/16/18,6/29/19,2018
73101,CANDI,F,2006,Labrador Retriever,,11220,5/16/18,7/2/19,2018
73347,JACK,M,2006,Puggle,,11220,5/18/18,6/25/19,2018
73603,RILEY,M,2017,Pomsky,,11220,5/19/18,5/19/19,2018
73851,CASEY,M,2010,Labrador Retriever Crossbreed,,11220,5/20/18,6/11/19,2018
73993,JUELZ,F,2010,Mastiff,,11220,5/21/18,4/12/19,2018
74164,CHAMP,M,2010,American Pit Bull Terrier/Pit Bull,,11220,5/21/18,5/21/19,2018
74324,ZEUS,M,2011,Maltese,,11220,5/22/18,5/22/19,2018
74378,BLEU,M,2017,Shih Tzu,,11220,5/22/18,5/22/19,2018
74798,NENA,F,2015,Shih Tzu,,11220,5/25/18,5/5/19,2018
75025,RAFFLE,M,2018,Maltese,,11220,5/25/18,5/25/19,2018
75082,NEW,M,2017,Yorkshire Terrier,,11220,5/26/18,5/26/19,2018
75132,NONE,M,2018,Maltipoo,,11220,5/27/18,5/27/19,2018
75205,LOLLI,F,2018,Cocker Spaniel Crossbreed,,11220,5/27/18,5/27/19,2018
75216,LIEZEL,F,2013,German Shepherd Dog,,11220,5/27/18,4/29/21,2018
75819,SHEA,M,2011,German Shepherd Dog,,11220,5/31/18,4/21/19,2018
75839,LADY,F,2006,"Poodle, Standard",,11220,5/31/18,7/14/19,2018
75911,OGDEN,M,2016,Terrier Crossbreed,,11220,5/31/18,5/31/19,2018
75968,STAR,F,2009,Shih Tzu,,11220,5/31/18,7/16/19,2018
76132,DIAMOND,F,2007,Chihuahua Crossbreed,,11220,6/1/18,5/27/19,2018
76205,ZHENG,F,2017,Shih Tzu,,11220,6/1/18,6/1/19,2018
76301,RUBBLE,M,2014,Cocker Spaniel Crossbreed,,11220,6/2/18,6/2/19,2018
76349,MILKY,M,2010,Maltese,,11220,6/2/18,6/2/19,2018
76697,COCO,F,2013,Bichon Frise,,11220,6/4/18,4/30/19,2018
77323,COCOA,F,2012,Chihuahua,,11220,6/7/18,7/19/19,2018
77688,LILIAN,F,2015,Unknown,,11220,6/9/18,6/9/19,2018
77804,ABDUKADYROVA,F,2018,Morkie,,11220,6/9/18,6/9/19,2018
77912,BUDDY,M,2015,Havanese,,11220,6/10/18,6/19/19,2018
78033,NAME,F,2018,Pomeranian Crossbreed,,11220,6/11/18,6/11/19,2018
78060,SUNNY,M,2007,Unknown,,11220,6/11/18,7/18/19,2018
78120,LOLA,F,2013,American Pit Bull Terrier/Pit Bull,,11220,6/11/18,6/22/19,2018
78147,BOSCO,M,2011,Cocker Spaniel,,11220,6/11/18,5/17/19,2018
78350,CAMEJO,M,2017,Shih Tzu,,11220,6/12/18,5/7/19,2018
78351,CAMEJO,F,2017,Havanese,,11220,6/12/18,5/7/19,2018
78418,NYX,F,2018,Pomeranian,,11220,6/12/18,6/12/19,2018
78556,MAXEE,M,2009,Unknown,,11220,6/12/18,7/28/19,2018
78698,NENA,F,2011,"Poodle, Toy",,11220,6/12/18,7/12/19,2018
78933,YY,M,2018,Chihuahua,,11220,6/13/18,6/13/19,2018
79020,UNKNOWN,F,2016,Yorkshire Terrier,,11220,6/14/18,4/4/19,2018
79047,LEWIS,M,2017,Australian Cattledog,,11220,6/14/18,6/14/19,2018
79250,QUEENY,F,2008,Siberian Husky,,11220,6/15/18,5/16/19,2018
79322,TOBI,M,2004,Maltese,,11220,6/15/18,7/31/19,2018
79486,EDWARD,M,2014,American Pit Bull Mix / Pit Bull Mix,,11220,6/16/18,6/18/19,2018
79648,BUDDY,M,2015,Beagle,,11220,6/17/18,6/17/19,2018
79672,AUGUST,M,2017,Unknown,,11220,6/17/18,6/17/19,2018
79698,DUKE,M,2006,Unknown,,11220,6/18/18,5/29/19,2018
80017,XIAO,M,2009,Terrier mix,,11220,6/19/18,6/19/19,2018
80125,PENELOPE,F,2010,Labrador Retriever,,11220,6/20/18,8/8/20,2018
80293,LUCKY,M,2005,Australian Cattledog,,11220,6/20/18,7/30/19,2018
80323,SPARKY,M,2016,Siberian Husky Crossbreed,,11220,6/21/18,7/1/19,2018
80336,LUCIE,F,2012,Bull Terrier,,11220,6/21/18,3/13/20,2018
80691,PAULIE,M,2005,Unknown,,11220,6/23/18,5/30/19,2018
80704,ORTEGA,M,2017,Yorkshire Terrier,,11220,6/23/18,6/23/19,2018
80850,ROSAS,M,2018,Yorkshire Terrier,,11220,6/23/18,6/23/19,2018
80953,ADI,F,2010,Boerboel,,11220,6/24/18,7/2/19,2018
80969,DASH,M,2013,Maltese Crossbreed,,11220,6/24/18,6/24/19,2018
81143,MOUSSA,F,2018,Shih Tzu,,11220,6/25/18,6/25/19,2018
81165,GOLDIE,F,2014,Golden Retriever,,11220,6/25/18,6/5/21,2018
81194,LUNA,F,2016,Pomeranian Crossbreed,,11220,6/25/18,7/1/19,2018
81285,BLUE,M,2007,American Pit Bull Mix / Pit Bull Mix,,11220,6/26/18,6/26/19,2018
81314,BLAZE,M,2005,Unknown,,11220,6/26/18,6/5/19,2018
81347,MONA,F,2005,American Pit Bull Terrier/Pit Bull,,11220,6/26/18,5/28/19,2018
81598,BABY,F,2012,Chihuahua,,11220,6/28/18,7/12/19,2018
81624,MUNNY,M,2012,Pomeranian,,11220,6/28/18,7/28/19,2018
81724,MIMI,F,2015,Chihuahua Crossbreed,,11220,6/28/18,8/17/19,2018
82056,ADELE,F,2018,Cavalier King Charles Spaniel,,11220,7/1/18,7/1/19,2018
82348,HAZEL,F,2017,Poodle,,11220,7/2/18,6/16/19,2018
82389,MAX,M,2012,Unknown,,11220,7/2/18,6/13/21,2018
82506,ROCKY,M,2011,Yorkshire Terrier,,11220,7/3/18,8/21/19,2018
82529,MIMI,F,2009,Yorkshire Terrier,,11220,7/3/18,6/11/19,2018
82555,REYES,F,2018,Morkie,,11220,7/3/18,7/3/19,2018
82565,MAYLO,M,2011,Yorkshire Terrier,,11220,7/3/18,6/16/19,2018
82698,FANG,M,2018,Shih Tzu,,11220,7/3/18,7/3/19,2018
83034,REILLY,M,2009,Unknown,,11220,7/5/18,12/10/18,2018
83134,BERMUDEZ,M,2018,Yorkshire Terrier,,11220,7/5/18,7/5/19,2018
83194,GUO,M,2018,Pomeranian,,11220,7/6/18,7/6/19,2018
83226,ZOE,F,2011,Unknown,,11220,7/6/18,8/29/19,2018
83276,LUCKY,M,2011,Maltese,,11220,7/6/18,7/29/19,2018
83350,CANDY,F,2011,Labrador Retriever,,11220,7/6/18,7/29/19,2018
83647,HUGO,M,2006,German Shepherd Crossbreed,,11220,7/8/18,5/30/19,2018
83675,CHASE,M,2018,Maltese,,11220,7/9/18,7/9/19,2018
83948,HERCULES,M,2018,Maltese Crossbreed,,11220,7/10/18,7/10/19,2018
83959,CASPER,M,2017,Pug,,11220,7/10/18,7/31/20,2018
83972,GONZALEZ,M,2018,Shih Tzu Crossbreed,,11220,7/10/18,7/10/19,2018
84020,FLUFFY,M,2011,Maltese,,11220,7/10/18,7/10/19,2018
84069,SAMMY,M,2018,Yorkshire Terrier Crossbreed,,11220,7/10/18,7/10/19,2018
84208,MAX,M,2015,Beagle,,11220,7/11/18,8/13/19,2018
84238,MAX,M,2011,"Poodle, Standard",,11220,7/12/18,7/27/19,2018
84251,GUCCI,M,2009,Shih Tzu,,11220,7/12/18,9/22/19,2018
84367,TANK,M,2009,Unknown,,11220,7/12/18,4/25/19,2018
84482,KMILA,F,2016,German Shepherd Dog,,11220,7/13/18,7/25/19,2018
84602,PHAM,F,2018,Pomeranian,,11220,7/13/18,7/13/19,2018
84785,WIDGET,F,2014,Yorkshire Terrier,,11220,7/14/18,6/26/20,2018
84795,MUNOZ,M,2018,Yorkshire Terrier,,11220,7/14/18,7/14/19,2018
84974,HACHI,M,2018,Morkie,,11220,7/15/18,7/15/19,2018
84982,ZOEY,F,2006,Puggle,,11220,7/15/18,9/8/19,2018
85084,LUCKY,M,2006,Shih Tzu,,11220,7/16/18,5/30/19,2018
85088,BAMBY,M,2004,"Poodle, Standard",,11220,7/16/18,6/29/19,2018
85117,MISSY,F,2009,Canaan Dog,,11220,7/16/18,7/16/19,2018
85124,RENO,F,2014,Pekingese,,11220,7/16/18,9/10/19,2018
85190,MAXWELL,M,2011,Pekingese,,11220,7/16/18,9/3/19,2018
85243,FRANCIS,F,2013,Bulldog,,11220,7/16/18,7/20/19,2018
85349,MACHO,M,2005,American Pit Bull Mix / Pit Bull Mix,,11220,7/17/18,9/3/19,2018
85485,ROCKWELL,M,2009,Jack Russell Terrier Crossbreed,,11220,7/17/18,7/17/19,2018
85494,PANCHO,M,2009,Poodle Crossbreed,,11220,7/17/18,9/3/19,2018
85516,CHELSEA,F,2015,Chihuahua,,11220,7/17/18,6/11/19,2018
85539,CLEMENTINE,F,2007,Chihuahua Crossbreed,,11220,7/17/18,7/17/19,2018
85606,JACKY,F,2015,German Shepherd Dog,,11220,7/18/18,7/18/19,2018
85619,LISKER,M,2013,Chihuahua,,11220,7/18/18,8/22/19,2018
85667,MAY,F,2011,"Shar-Pei, Chinese",,11220,7/18/18,8/22/19,2018
85669,TANGO,M,2015,American Pit Bull Mix / Pit Bull Mix,,11220,7/18/18,8/4/19,2018
85699,ROCKYE,M,2008,Chihuahua Crossbreed,,11220,7/18/18,8/11/19,2018
85754,MONA,F,2012,"Bull Dog, English",,11220,7/18/18,11/4/19,2018
85838,EDISON,M,2013,Collie Crossbreed,,11220,7/19/18,5/28/19,2018
86141,ROCK,M,2010,Shepard Crossbreed,,11220,7/20/18,7/20/19,2018
86389,DIESEL,M,2018,French Bulldog,,11220,7/21/18,7/21/19,2018
86395,SHEBA,F,2007,Yorkshire Terrier,,11220,7/21/18,6/25/19,2018
86801,DEMBE,M,2014,American Staffordshire Terrier,,11220,7/23/18,9/18/19,2018
86848,COCO,F,2018,Shih Tzu,,11220,7/23/18,7/23/20,2018
86905,ANANDA,F,2011,Chihuahua,,11220,7/23/18,7/23/19,2018
87403,TEDDY,M,2018,Yorkshire Terrier,,11220,7/25/18,7/25/19,2018
87405,BASIL,M,2016,Terrier mix,,11220,7/25/18,7/25/23,2018
87445,STEVEN,M,2006,Bichon Frise,,11220,7/25/18,8/30/19,2018
87588,PEGGY,F,2012,Yorkshire Terrier,,11220,7/26/18,7/26/19,2018
87700,ALMONTE,M,2018,Poodle,,11220,7/27/18,7/27/19,2018
87791,COCO,M,2006,Labrador Retriever,,11220,7/27/18,8/20/19,2018
88312,CHROMEO,M,2013,Yorkshire Terrier,,11220,7/30/18,7/15/19,2018
88580,GEORGE,M,2018,Maltipoo,,11220,7/31/18,7/31/19,2018
88643,TEDDY,M,2018,Shih Tzu,,11220,7/31/18,7/31/19,2018
88722,ASH,M,2018,Staffordshire Bull Terrier,,11220,7/31/18,7/31/19,2018
88867,HERSHEY,M,2007,Dachshund Smooth Coat,,11220,7/31/18,8/30/19,2018
89007,UNKNOWN,F,2008,Yorkshire Terrier,,11220,8/1/18,8/1/19,2018
89252,GIGI,F,2018,Yorkshire Terrier,,11220,8/2/18,8/2/19,2018
89312,JIMMY,M,2005,Chihuahua,,11220,8/3/18,8/30/19,2018
89385,PRINCESS,F,2007,Jack Russell Terrier,,11220,8/3/18,9/10/20,2018
89410,NUGGET,F,2016,Chihuahua Crossbreed,,11220,8/3/18,8/3/20,2018
89519,GINGER,F,2017,"Welsh Corgi, Cardigan",,11220,8/4/18,8/4/19,2018
89571,ARYA,F,2014,Terrier mix,,11220,8/4/18,8/9/19,2018
89647,FLO,F,2005,Beagle,,11220,8/4/18,8/4/20,2018
89691,HERCULES,M,2017,American Pit Bull Terrier/Pit Bull,,11220,8/4/18,8/4/20,2018
90600,CHARLIE,M,2011,Cavalier King Charles Spaniel,,11220,8/8/18,9/6/19,2018
90711,HAPPY,M,2009,Maltese,,11220,8/9/18,7/26/19,2018
90763,LUKUS,M,2007,Maltese,,11220,8/9/18,7/2/19,2018
90769,PRICE,M,2018,Shih Tzu,,11220,8/9/18,8/9/19,2018
91112,SPIKE,M,2017,Shiba Inu,,11220,8/11/18,7/17/19,2018
91177,CASH,M,2017,Yorkshire Terrier Crossbreed,,11220,8/11/18,8/11/19,2018
91205,CANELO,M,2013,Yorkshire Terrier Crossbreed,,11220,8/12/18,8/12/19,2018
91426,SUKIE,M,2010,Maltese,,11220,8/13/18,8/22/19,2018
91430,MOGWAI,M,2013,Unknown,,11220,8/13/18,4/28/23,2018
91734,SONNY,M,2005,Dachshund Crossbreed,,11220,8/15/18,8/15/19,2018
