RowNumber,AnimalName,AnimalGender,AnimalBirthMonth,BreedName,Borough,ZipCode,LicenseIssuedDate,LicenseExpiredDate,Extract Year
66187,SUSSY,F,2004,Puggle,,11201,4/13/18,6/3/19,2018
66311,DARLENE,F,2015,Australian Cattle Dog,,11201,4/14/18,4/14/19,2018
66331,FRANKIE,M,2015,Terrier mix,,11201,4/14/18,5/4/19,2018
66332,BERNIE,M,2016,Boxer,,11201,4/14/18,5/14/19,2018
66335,ADAM,M,2006,Unknown,,11201,4/14/18,5/30/19,2018
66336,JOEY,M,2008,Papillon,,11201,4/14/18,5/4/19,2018
66356,LENA,F,2006,Unknown,,11201,4/14/18,5/30/20,2018
66389,TAQUITO,M,2013,Chihuahua,,11201,4/15/18,5/18/19,2018
66399,TED,M,2014,Shih Tzu Crossbreed,,11201,4/15/18,1/7/19,2018
66400,HARLEY,M,2016,Goldendoodle,,11201,4/15/18,9/16/23,2018
66403,GEORGE,M,2009,Cocker Spaniel,,11201,4/15/18,5/31/21,2018
66523,CALLE,F,2016,Boxer,,11201,4/15/18,4/15/19,2018
66529,NACHO,M,2014,Shih Tzu,,11201,4/15/18,4/15/19,2018
66536,ARCHIE,M,2008,Pomeranian,,11201,4/15/18,5/30/19,2018
66539,ABBY,F,2014,Pug,,11201,4/15/18,2/21/19,2018
66651,DAISY,F,2011,Unknown,,11201,4/16/18,6/11/19,2018
66782,SUGARBEAR,F,2014,Labrador Retriever Crossbreed,,11201,4/16/18,6/11/19,2018
66897,RONAN,M,2013,Flat-Coated Retriever,,11201,4/17/18,4/17/19,2018
66954,ABRAHAM,M,2013,Boston Terrier,,11201,4/17/18,5/27/19,2018
66970,OWEN,M,2016,Golden Retriever,,11201,4/17/18,4/17/19,2018
67131,QUASIMOTO,F,2016,Shih Tzu,,11201,4/17/18,5/2/19,2018
67146,BEANIE,F,2017,Jack Russell Terrier,,11201,4/17/18,4/17/19,2018
67160,WINDSOR,F,2018,Goldendoodle,,11201,4/18/18,4/18/19,2018
67188,TOBY,M,2011,French Bulldog,,11201,4/18/18,4/14/19,2018
67216,CAL,M,2014,Labrador Retriever,,11201,4/18/18,4/18/19,2018
67308,ABIGAIL,F,2015,Unknown,,11201,4/18/18,3/29/20,2018
67314,PUDGE,M,2010,Pug,,11201,4/18/18,6/12/19,2018
67405,BARKER,M,2005,Lhasa Apso,,11201,4/19/18,6/5/19,2018
67414,TOAST,M,2009,Yorkshire Terrier,,11201,4/19/18,4/19/19,2018
67523,JERSEY,F,2013,Boxer Crossbreed,,11201,4/20/18,4/20/19,2018
67533,DIDO,F,2004,Havanese,,11201,4/20/18,5/30/19,2018
67591,LILLI,F,2005,Shih Tzu,,11201,4/20/18,6/8/19,2018
67637,MATILDA,F,2017,"Bull Dog, English",,11201,4/21/18,4/21/19,2018
67660,CHLOE,F,2016,Jack Russell Terrier,,11201,4/21/18,6/9/19,2018
67800,KLAUS,M,2015,Brussels Griffon,,11201,4/22/18,4/2/19,2018
67814,OLLIE,M,2008,Rottweiler,,11201,4/22/18,6/19/19,2018
67934,BRIE,F,2013,Pomeranian,,11201,4/22/18,6/3/19,2018
67993,GRAYSON,F,2008,Unknown,,11201,4/23/18,3/29/19,2018
68112,STELLA,F,2015,Jack Russell Terrier,,11201,4/23/18,4/23/19,2018
68169,ROSIE,F,2014,Labrador Retriever,,11201,4/23/18,4/23/19,2018
68300,NIKKI,F,2012,Chihuahua Crossbreed,,11201,4/24/18,4/24/23,2018
68329,LINUS,M,2008,Cairn Terrier,,11201,4/24/18,5/14/19,2018
68342,PETALS,M,2018,Maltese,,11201,4/24/18,4/24/19,2018
68449,SAMMY,F,2018,Shiba Inu,,11201,4/24/18,4/24/19,2018
68467,TINIKA,F,2018,Chihuahua,,11201,4/24/18,4/24/19,2018
68489,IRIS,F,2010,Australian Shepherd,,11201,4/24/18,5/25/19,2018
68511,HAVANESE,F,2018,Havanese,,11201,4/24/18,4/24/19,2018
68544,WALLACE,M,2010,Yorkshire Terrier Crossbreed,,11201,4/25/18,6/5/19,2018
68569,DJANGO,M,2017,Labradoodle,,11201,4/25/18,4/25/23,2018
68619,TALLULAH,F,2012,Labrador Retriever Crossbreed,,11201,4/25/18,5/8/19,2018
68642,MOOSE,M,2014,Kerry Blue Terrier,,11201,4/25/18,5/17/23,2018
68665,VIOLET,F,2016,Shiba Inu,,11201,4/25/18,3/14/19,2018
68853,RANGER,M,2013,West High White Terrier,,11201,4/26/18,6/14/19,2018
68869,LEOH,M,2014,Australian Shepherd,,11201,4/26/18,4/26/19,2018
69036,DASH,M,2017,Unknown,,11201,4/27/18,4/27/19,2018
69194,BEEGEE,F,2016,Pembroke Welsh Corgi,,11201,4/28/18,6/17/23,2018
69329,CHLOE,F,2009,Collie Crossbreed,,11201,4/29/18,6/23/19,2018
69368,OBERYN,M,2014,Beagle,,11201,4/29/18,4/29/19,2018
69450,HARRY,M,2010,Shih Tzu,,11201,4/29/18,11/1/19,2018
69595,TITUS,M,2017,Coton de Tulear,,11201,4/30/18,4/30/20,2018
69768,KODI,M,2014,Siberian Husky,,11201,4/30/18,6/1/19,2018
69776,RAINBOW,F,2016,Lakeland Terrier,,11201,4/30/18,6/8/21,2018
69858,TURTLE,M,2013,Italian Greyhound,,11201,5/1/18,5/1/19,2018
69900,LILA,F,2012,Plott,,11201,5/1/18,6/14/19,2018
69911,ZOEY,F,2014,Canaan Dog,,11201,5/1/18,5/1/19,2018
69937,ELLA,F,2013,Saluki,,11201,5/1/18,5/1/19,2018
69962,OTTIMO,M,2014,Dachshund,,11201,5/1/18,11/13/19,2018
70123,ELLA,F,2013,Havanese,,11201,5/2/18,5/12/19,2018
70142,IZZY,F,2009,Unknown,,11201,5/2/18,6/23/19,2018
70155,BOSTON,M,2018,Boston Terrier,,11201,5/2/18,5/2/19,2018
70384,TAHOE,M,2017,Golden Retriever,,11201,5/3/18,5/3/19,2018
70637,LULU,F,2010,Labrador Retriever Crossbreed,,11201,5/4/18,4/13/20,2018
70770,MARYLOU-MUFFIN,F,2009,Chihuahua Crossbreed,,11201,5/5/18,5/5/19,2018
70915,OLIVER,M,2016,Cardigan Welsh Corgi,,11201,5/6/18,6/10/19,2018
70973,EINSTEIN,M,2005,Unknown,,11201,5/6/18,6/29/19,2018
71020,MAX,M,2006,Cocker Spaniel,,11201,5/7/18,6/1/20,2018
71036,SURI,F,2016,American Staffordshire Terrier,,11201,5/7/18,5/7/19,2018
71078,PHOEBE,F,2010,Cavalier King Charles Spaniel,,11201,5/7/18,6/22/19,2018
71169,CHEWBACCA,M,2010,Yorkshire Terrier,,11201,5/7/18,5/2/19,2018
71182,DJANGO,M,2009,Unknown,,11201,5/7/18,4/24/19,2018
71206,RYKER,M,2010,Siberian Husky,,11201,5/7/18,5/7/19,2018
71227,MASON,M,2015,Shih Tzu Crossbreed,,11201,5/8/18,5/14/23,2018
71276,ROXIE,F,2014,Chihuahua Crossbreed,,11201,5/8/18,5/8/19,2018
71328,KODY,M,2014,Labradoodle,,11201,5/8/18,6/13/19,2018
71372,JACK,M,2015,French Bulldog,,11201,5/8/18,5/8/23,2018
71435,MAIZY,F,2012,"Collie, Border",,11201,5/9/18,4/3/19,2018
71555,KAZI,M,2006,American Eskimo dog,,11201,5/9/18,6/29/19,2018
71586,CHARLES,M,2017,French Bulldog,,11201,5/9/18,5/9/19,2018
71620,MIRO,M,2009,"Bull Dog, French",,11201,5/9/18,6/27/19,2018
71677,CASEY,F,2004,Unknown,,11201,5/9/18,6/29/19,2018
71748,ROCKY,M,2015,Miniature Pinscher,,11201,5/10/18,6/27/19,2018
71812,JAKE,M,2014,Lhasa Apso,,11201,5/10/18,5/10/19,2018
71971,ZERO,M,2011,Unknown,,11201,5/11/18,4/25/19,2018
72017,MOLLY,F,2000,Labrador Retriever Crossbreed,,11201,5/11/18,5/11/19,2018
72130,OLIVER,M,2008,Unknown,,11201,5/11/18,5/12/19,2018
72133,JUNIPER,F,2015,French Bulldog,,11201,5/11/18,5/11/21,2018
72181,JACK,M,2014,Beagle Crossbreed,,11201,5/11/18,6/29/19,2018
72189,FANCY,F,2008,Labrador Retriever,,11201,5/11/18,6/17/19,2018
72195,BELLA,F,2003,Labrador Retriever,,11201,5/11/18,5/31/19,2018
72217,ROCCO,M,2013,"Bull Dog, French",,11201,5/11/18,6/20/19,2018
72431,EDITH,F,2007,Pug,,11201,5/13/18,4/28/19,2018
72477,KOA,M,2014,Shiba Inu,,11201,5/13/18,7/8/19,2018
72546,BOWERY,F,2012,"Dachshund, Long Haired",,11201,5/14/18,6/23/20,2018
72639,GOLDIE,F,2014,Rat Terrier Crossbreed,,11201,5/14/18,6/24/19,2018
72658,ZIGGY,M,2018,Bernese Mountain Dog,,11201,5/14/18,5/14/19,2018
72773,OTIS,M,2012,Unknown,,11201,5/15/18,4/25/20,2018
72775,BRANDIE,F,2008,Pomeranian,,11201,5/15/18,6/25/19,2018
72796,JANY,F,2015,Labrador Retriever Crossbreed,,11201,5/15/18,5/15/19,2018
72913,GRAHAM,M,2018,Golden Retriever,,11201,5/15/18,5/15/19,2018
73019,BIZZY,F,2007,Pug,,11201,5/16/18,6/20/19,2018
73056,RUBY,F,2017,Unknown,,11201,5/16/18,5/16/19,2018
73064,PEARL,F,2016,Unknown,,11201,5/16/18,5/16/19,2018
73103,COOPER,M,2017,Labradoodle,,11201,5/16/18,5/16/21,2018
73299,BRUNO,M,2013,Havanese,,11201,5/17/18,7/1/19,2018
73353,POLLY,F,2014,Maltese,,11201,5/18/18,6/27/19,2018
73363,POM-POO,M,2016,Pomeranian Crossbreed,,11201,5/18/18,4/11/19,2018
73371,BERTHA,F,2007,Basset Hound,,11201,5/18/18,5/18/19,2018
73378,SPOT,M,2017,Unknown,,11201,5/18/18,5/18/19,2018
73396,LOUIE,M,2017,"Bull Dog, French",,11201,5/18/18,5/18/23,2018
73512,HUDSON,M,2017,Black and Tan Coonhound,,11201,5/18/18,7/17/19,2018
73524,BODHI,M,2010,Unknown,,11201,5/18/18,5/2/21,2018
73736,SPARKY,M,2017,Border Collie,,11201,5/20/18,5/20/19,2018
73753,LUNA,F,2012,Labradoodle,,11201,5/20/18,7/11/19,2018
73771,REBUEN,M,2018,Poodle Crossbreed,,11201,5/20/18,5/20/19,2018
73778,LUCY,F,2018,Labrador Retriever Crossbreed,,11201,5/20/18,5/20/19,2018
73804,TESLA,F,2016,Shih Tzu,,11201,5/20/18,4/23/19,2018
73829,NILLA,F,2008,Poodle Crossbreed,,11201,5/20/18,5/20/19,2018
73856,ROMEO,M,2013,Chihuahua Crossbreed,,11201,5/20/18,4/3/19,2018
73867,SEBASTIAN,M,2010,"Bull Dog, English",,11201,5/20/18,7/14/19,2018
73905,MELEK,M,2018,Shih Tzu,,11201,5/20/18,5/20/19,2018
73924,NEMO,M,2006,Unknown,,11201,5/20/18,7/30/19,2018
74076,RILEY,F,2010,Boston Terrier,,11201,5/21/18,4/26/19,2018
74173,SPOT,M,2016,Jack Russell Terrier,,11201,5/21/18,6/13/19,2018
74292,EVIE,F,2009,Labrador Retriever Crossbreed,,11201,5/22/18,4/28/20,2018
74302,GINNY,F,2008,Terrier mix,,11201,5/22/18,5/22/19,2018
74374,RILEY,M,2004,Yorkshire Terrier,,11201,5/22/18,5/22/19,2018
74377,DAISY,F,2016,American Pit Bull Terrier/Pit Bull,,11201,5/22/18,5/22/19,2018
74382,MILO,M,2015,French Bulldog,,11201,5/22/18,1/30/19,2018
74514,LAURIE,F,2007,Poodle,,11201,5/23/18,5/23/19,2018
74605,LEXI,F,2013,Unknown,,11201,5/24/18,8/13/19,2018
74877,MILFORD,M,2004,Pug,,11201,5/25/18,4/27/19,2018
74934,GEORGIE,F,2013,Brittany Spaniel,,11201,5/25/18,7/16/19,2018
74951,APPLE,F,2009,Cocker Spaniel,,11201,5/25/18,1/22/21,2018
75041,PEANUT,F,2003,Unknown,,11201,5/26/18,6/29/19,2018
75169,STELLA,F,2005,Labrador Retriever,,11201,5/27/18,5/7/19,2018
75230,DOMINO,M,2011,Pomeranian,,11201,5/27/18,5/6/22,2018
75234,JIMMY,M,2013,Jack Russell Terrier,,11201,5/27/18,5/8/19,2018
75349,DUNCAN,M,2017,Havanese,,11201,5/29/18,5/29/19,2018
75356,TROOPER,M,2013,Bernese Mountain Dog,,11201,5/29/18,4/28/19,2018
75608,OLIVER,M,2014,Australian Shepherd,,11201,5/30/18,4/27/19,2018
75625,HARRY,M,2012,German Shepherd Dog,,11201,5/30/18,5/30/19,2018
75691,SMUDGES,F,2010,American Pit Bull Mix / Pit Bull Mix,,11201,5/30/18,5/30/19,2018
75692,ACE,M,2017,Maltese,,11201,5/30/18,5/30/19,2018
75694,HARLEY,F,2018,English Setter,,11201,5/30/18,5/30/19,2018
75789,KOKO,F,2013,"Mastiff, Old English",,11201,5/30/18,7/6/19,2018
75828,BEAUMONT,M,2011,"Bull Dog, English",,11201,5/31/18,4/25/19,2018
75955,ZIGGY,M,2017,"Coonhound, Black and Tan",,11201,5/31/18,5/31/19,2018
75962,TOOTSIE,F,2014,Tibetan Spaniel,,11201,5/31/18,6/23/19,2018
75991,BROOKS,F,2018,Bernese Mountain Dog,,11201,5/31/18,5/31/19,2018
75995,DORTHY,F,2015,Shepard Crossbreed,,11201,5/31/18,5/31/19,2018
76007,JINX,M,2015,Jack Russell Terrier,,11201,6/1/18,6/3/19,2018
76013,BARON,M,2012,Shih Tzu Crossbreed,,11201,6/1/18,9/4/18,2018
76043,FRANKLIN,M,2013,Pug,,11201,6/1/18,6/1/23,2018
76131,CLEOPATRA,F,2015,Jack Russell Terrier,,11201,6/1/18,6/3/19,2018
76147,MEELA,F,2018,Labrador Retriever Crossbreed,,11201,6/1/18,6/1/19,2018
76163,NALA,F,2016,Maltese Crossbreed,,11201,6/1/18,6/18/19,2018
76190,TIGER,M,2000,Unknown,,11201,6/1/18,7/23/19,2018
76203,ROBBIE,M,2009,Havanese,,11201,6/1/18,6/1/19,2018
76227,EMMIE,F,2010,Unknown,,11201,6/2/18,6/29/23,2018
76279,SHADOW,M,2007,Unknown,,11201,6/2/18,11/18/19,2018
76285,ROCKY,M,2016,Cavalier King Charles Spaniel,,11201,6/2/18,6/16/19,2018
76359,BUDDY,M,2008,Poodle Crossbreed,,11201,6/2/18,6/2/19,2018
76366,BUSTER,M,2015,Havanese,,11201,6/2/18,12/17/22,2018
76382,SUKI,F,2014,German Shepherd Crossbreed,,11201,6/2/18,6/2/19,2018
76453,DUCKLING,M,2015,Jack Russell Terrier,,11201,6/3/18,5/24/19,2018
76478,LULU,F,2003,Brussels Griffon,,11201,6/3/18,6/29/19,2018
76567,SULLIVAN,M,2014,French Bulldog,,11201,6/4/18,6/22/19,2018
76577,FRANNY,F,2006,Unknown,,11201,6/4/18,8/30/19,2018
76617,GUS,M,2008,"Bull Dog, French",,11201,6/4/18,5/28/19,2018
76688,MAX,M,2017,Bernese Mountain Dog,,11201,6/4/18,6/4/19,2018
76692,MOMO,M,2017,Maltese,,11201,6/4/18,6/4/23,2018
76696,MINNIE,F,2016,Jack Russell Terrier,,11201,6/4/18,6/15/19,2018
76715,CLARENCE,M,2017,Bernese Mountain Dog,,11201,6/4/18,6/4/19,2018
76735,ENZO,M,2002,Beagle Crossbreed,,11201,6/4/18,4/29/19,2018
76870,MELODIE,F,2013,Cocker Spaniel,,11201,6/5/18,5/16/19,2018
76908,LUCKY,M,2009,Chihuahua,,11201,6/5/18,4/11/20,2018
76911,CHEWY,F,2005,Chihuahua,,11201,6/5/18,5/6/20,2018
77168,JAZPER,M,2013,Unknown,,11201,6/6/18,7/9/19,2018
77182,BRYANT,M,2018,Yorkshire Terrier,,11201,6/6/18,6/6/19,2018
77226,OZZY,M,2017,German Shepherd Crossbreed,,11201,6/6/18,7/10/19,2018
77268,BECKHAM,M,2008,Labrador Retriever Crossbreed,,11201,6/7/18,7/19/19,2018
77361,SUSINA,F,2007,"Collie, Border",,11201,6/7/18,5/16/19,2018
77421,DALLAS,F,2013,Golden Retriever,,11201,6/7/18,7/26/20,2018
77580,VADER,M,2006,"Bull Dog, English",,11201,6/8/18,5/10/19,2018
77727,AVA,F,2012,Field Spaniel,,11201,6/9/18,6/27/19,2018
77791,TERESA,F,2010,Boston Terrier,,11201,6/9/18,5/31/20,2018
77865,ZOOEY,F,2012,Chihuahua,,11201,6/10/18,7/28/19,2018
77949,KATSU,F,2017,Goldendoodle,,11201,6/10/18,6/10/23,2018
77981,KAFKA,M,2009,"Poodle, Toy",,11201,6/11/18,7/13/19,2018
77986,CHANCE,M,2005,Golden Retriever,,11201,6/11/18,7/30/19,2018
78032,NAME,F,2018,Shih Tzu,,11201,6/11/18,6/11/19,2018
78067,NAME,F,2018,Dachshund Smooth Coat Miniature,,11201,6/11/18,6/11/19,2018
78241,CHLOE,F,2017,Shih Tzu,,11201,6/11/18,6/11/19,2018
78292,SKYE,M,2004,Shetland Sheepdog,,11201,6/11/18,7/30/19,2018
78297,MORKIE,F,2017,Maltese Crossbreed,,11201,6/11/18,7/25/19,2018
78360,STORM,M,2015,West Highland White Terrier,,11201,6/12/18,8/2/20,2018
78506,WENDY,F,2017,Miniature Pinscher,,11201,6/12/18,6/12/21,2018
78579,SUMMIT,M,2010,Golden Retriever,,11201,6/12/18,6/12/20,2018
78633,KIT,F,2014,American Eskimo dog,,11201,6/12/18,6/12/19,2018
78689,LOLA,F,2006,Havanese,,11201,6/12/18,6/12/20,2018
78806,DUCKY,M,2013,Yorkshire Terrier,,11201,6/13/18,6/13/19,2018
78978,PATCHES,M,2004,Shih Tzu,,11201,6/14/18,6/14/19,2018
79002,HUDSON,M,2017,Chihuahua,,11201,6/14/18,6/14/19,2018
79019,DAX,F,2017,Labrador Retriever Crossbreed,,11201,6/14/18,5/16/19,2018
79028,CONSUELO,F,2012,"Poodle, Standard",,11201,6/14/18,6/14/20,2018
79041,SAMANTHA,F,2014,Maltese,,11201,6/14/18,8/4/19,2018
79068,WILSON,M,2009,Beagle,,11201,6/14/18,6/29/20,2018
79074,MOLLY,F,2015,Maltese,,11201,6/14/18,5/26/19,2018
79158,IZZY,F,2007,"Collie, Border",,11201,6/15/18,7/30/19,2018
79193,LUCY,F,2007,Unknown,,11201,6/15/18,6/12/19,2018
79197,OSLO,M,2013,Cocker Spaniel,,11201,6/15/18,5/15/20,2018
79201,REMUS,M,2012,German Shepherd Crossbreed,,11201,6/15/18,6/5/19,2018
79207,LUKA,M,2016,Australian Shepherd,,11201,6/15/18,5/21/20,2018
79230,SHIBA,M,2018,Shiba Inu,,11201,6/15/18,6/15/19,2018
79296,HAZEL,F,2017,Poodle,,11201,6/15/18,6/15/19,2018
79316,SHIH-TZU,M,2016,Shih Tzu,,11201,6/15/18,5/9/19,2018
79541,CHUBBY,M,2018,"Bull Dog, English",,11201,6/16/18,6/16/19,2018
79690,CHUBBIE,F,2009,Bichon Frise,,11201,6/18/18,6/18/21,2018
79699,SAPPHO,F,2016,Lagotto Romagnolo,,11201,6/18/18,9/9/18,2018
79730,REBA,F,2016,Great Dane,,11201,6/18/18,7/28/19,2018
79760,PRINCE,M,2017,Chihuahua,,11201,6/18/18,5/29/19,2018
79810,ZIGGY,M,2018,Labrador Retriever,,11201,6/18/18,6/18/19,2018
79946,MASON,M,2017,Terrier mix,,11201,6/19/18,6/19/19,2018
80000,BAILEY,F,2014,Labrador Retriever,,11201,6/19/18,9/24/19,2018
80032,YERTLE,M,2018,Miniature Pinscher,,11201,6/19/18,6/19/19,2018
80088,CASH,M,2016,Labrador Retriever,,11201,6/20/18,6/20/19,2018
80089,KIPPER,M,2013,Coton de Tulear,,11201,6/20/18,6/20/19,2018
80268,ADDIE,F,2017,Labrador Retriever,,11201,6/20/18,6/20/19,2018
80296,WYATT,M,2008,Australian Shepherd,,11201,6/20/18,8/11/19,2018
80369,BICHON,M,2017,Bichon Frise,,11201,6/21/18,6/21/19,2018
80421,LUCKY,M,2014,Yorkshire Terrier,,11201,6/21/18,6/21/19,2018
80790,TOBY,M,2016,Goldendoodle,,11201,6/23/18,5/12/19,2018
80803,SHIH,M,2018,Shih Tzu Crossbreed,,11201,6/23/18,6/23/19,2018
80878,MIDGE,F,2012,Dachshund,,11201,6/24/18,6/24/19,2018
80967,MARLEY,M,2013,Shih Tzu,,11201,6/24/18,6/24/19,2018
80977,SYDNEY,M,2014,Yorkshire Terrier,,11201,6/24/18,8/20/19,2018
81027,WALLY,M,2009,Havanese,,11201,6/25/18,8/11/19,2018
81057,OAKLEY,M,2018,Maltipoo,,11201,6/25/18,6/25/19,2018
81135,JACKSON,M,2006,Unknown,,11201,6/25/18,8/19/19,2018
81146,BAMBOO,F,2017,Border Collie,,11201,6/25/18,6/25/23,2018
81311,SYLVIE,F,2011,"Bull Dog, French",,11201,6/26/18,4/10/19,2018
81424,LUX,F,2014,Chihuahua Crossbreed,,11201,6/27/18,6/23/19,2018
81474,TIVA,F,2016,Basenji,,11201,6/27/18,6/5/19,2018
81486,HOMER,M,2017,Portuguese Water Dog,,11201,6/27/18,6/27/19,2018
81556,TRUFFLES,F,2010,Labrador Retriever Crossbreed,,11201,6/28/18,7/1/19,2018
81643,VIVIAN,F,2016,Chihuahua Crossbreed,,11201,6/28/18,6/28/19,2018
81721,DIXIE,F,2014,Australian Shepherd,,11201,6/28/18,5/7/19,2018
81748,JUNO,F,2018,Rhodesian Ridgeback,,11201,6/29/18,6/29/19,2018
81787,BRADY,F,2016,Labrador Retriever Crossbreed,,11201,6/29/18,6/29/19,2018
81800,NOLA,F,2008,Shih Tzu,,11201,6/29/18,7/30/19,2018
81838,MORKIE,M,2017,Maltese Crossbreed,,11201,6/29/18,8/8/19,2018
81863,RUDDER,M,2015,Australian Shepherd,,11201,6/29/18,8/1/19,2018
81881,BRIAN,M,2013,Terrier Crossbreed,,11201,6/29/18,6/29/19,2018
81957,RORY,M,2010,American Staffordshire Terrier,,11201,6/30/18,11/19/19,2018
81977,VICKI,F,2014,Basset Hound,,11201,6/30/18,8/10/19,2018
81981,JACK,M,2006,Poodle Crossbreed,,11201,6/30/18,3/20/20,2018
82092,BAILEY,F,2016,Jindo,,11201,7/1/18,7/1/19,2018
82104,KOPI,M,2017,"Jindo Dog, Korea",,11201,7/1/18,6/8/19,2018
82117,FREDDIE,M,2017,Unknown,,11201,7/1/18,7/1/19,2018
82237,EMILY,F,2011,Jack Russell Terrier,,11201,7/2/18,8/5/19,2018
82303,GRACIE,F,2010,Beagle Crossbreed,,11201,7/2/18,7/25/19,2018
82337,SALLY,F,2013,American Pit Bull Mix / Pit Bull Mix,,11201,7/2/18,8/11/19,2018
82617,CASH,M,2010,Labrador Retriever Crossbreed,,11201,7/3/18,6/30/19,2018
82643,TEMERAIRE,F,2010,Labrador Retriever Crossbreed,,11201,7/3/18,7/3/19,2018
82732,OLIVER,M,2013,Shiba Inu,,11201,7/4/18,6/13/19,2018
82745,ERNIE,M,2005,Labrador Retriever,,11201,7/4/18,8/27/19,2018
82757,SAM,M,2005,Labrador Retriever Crossbreed,,11201,7/4/18,7/29/19,2018
82803,ZOE,F,2007,Greyhound,,11201,7/4/18,8/27/19,2018
82835,LYLA,F,2010,American Pit Bull Terrier/Pit Bull,,11201,7/5/18,7/5/23,2018
82999,SHINSAKU,M,2004,Jack Russell Terrier,,11201,7/5/18,5/30/19,2018
83023,LILY,F,2012,Labrador Retriever Crossbreed,,11201,7/5/18,8/24/20,2018
83041,LUCY,F,2004,"Poodle, Miniature",,11201,7/5/18,8/30/19,2018
83084,BUDDY,M,2010,Unknown,,11201,7/5/18,8/23/19,2018
83221,EZRA,M,2014,Terrier Crossbreed,,11201,7/6/18,2/20/21,2018
83250,WEEBIE,M,2010,American Staffordshire Terrier,,11201,7/6/18,7/6/19,2018
83291,MILO,M,2017,Labradoodle,,11201,7/6/18,7/6/19,2018
83307,GEORGE,M,2013,"Dachshund, Wirehaired",,11201,7/6/18,8/12/19,2018
83323,ZOEL,F,2008,Cocker Spaniel,,11201,7/6/18,7/6/19,2018
83346,MYCROFT,M,2013,Labrador Retriever,,11201,7/6/18,2/4/21,2018
83386,ELWOOD,M,2008,Beagle,,11201,7/7/18,7/7/19,2018
83502,COTTON,M,2008,Australian Cattle Dog,,11201,7/7/18,7/7/19,2018
83508,MONROE,M,2009,Chihuahua,,11201,7/7/18,9/2/19,2018
83527,HERBIE,M,2014,Cocker Spaniel Crossbreed,,11201,7/8/18,7/8/19,2018
83555,BESSIE,F,2001,Chihuahua,,11201,7/8/18,9/3/19,2018
83666,RADAR,M,2017,Jack Russell Terrier,,11201,7/9/18,7/9/23,2018
83672,PENNY,F,2012,Labrador Retriever Crossbreed,,11201,7/9/18,7/9/19,2018
83718,MAX,M,2015,"Coonhound, Treeing Walker",,11201,7/9/18,6/11/19,2018
83752,FIKA,F,2017,Unknown,,11201,7/9/18,7/9/23,2018
83754,PIXEL,F,2018,Labradoodle,,11201,7/9/18,7/9/19,2018
83759,PIPPIN,M,2017,Terrier Crossbreed,,11201,7/9/18,7/9/19,2018
83854,BELLA,F,2010,Labrador Retriever Crossbreed,,11201,7/9/18,8/30/21,2018
83880,SASHA,F,2017,Labrador Retriever Crossbreed,,11201,7/10/18,7/10/23,2018
84030,TAG,M,2014,Goldendoodle,,11201,7/10/18,7/10/23,2018
84070,BANE,M,2014,Yorkshire Terrier,,11201,7/11/18,7/11/19,2018
84102,LILY,F,2017,Yorkshire Terrier Crossbreed,,11201,7/11/18,8/3/19,2018
84117,MASHA,F,2012,French Bulldog,,11201,7/11/18,7/11/23,2018
84126,SODA,F,2008,"Bull Dog, French",,11201,7/11/18,8/20/19,2018
84134,PIPER,F,2013,Labradoodle,,11201,7/11/18,5/19/19,2018
84177,MIKA,F,2010,Shih Tzu Crossbreed,,11201,7/11/18,8/15/22,2018
84290,OLLIE,M,2011,Unknown,,11201,7/12/18,11/7/19,2018
84292,NORI,F,2007,Pug,,11201,7/12/18,8/31/19,2018
84376,CHIBI,F,2013,Terrier mix,,11201,7/12/18,7/12/19,2018
84417,BROWNIE,M,2010,Puggle,,11201,7/13/18,8/13/19,2018
84423,SOPHIE,F,2007,Unknown,,11201,7/13/18,7/30/19,2018
84526,JOLENE,F,2018,Australian Shepherd,,11201,7/13/18,7/13/19,2018
84706,BATMAN,M,2012,French Bulldog,,11201,7/14/18,7/14/20,2018
84803,ECHO,M,2016,Labrador Retriever,,11201,7/14/18,8/29/19,2018
84867,NINO,M,2002,Border Terrier,,11201,7/15/18,8/26/19,2018
84950,GRIBETZ,M,2009,Shih Tzu,,11201,7/15/18,9/9/19,2018
85029,CHESTERFIELD,M,2014,Rat Terrier,,11201,7/16/18,7/16/19,2018
85039,WINNIE,F,2013,Wheaton Terrier,,11201,7/16/18,9/5/19,2018
85055,GROUCHO,M,2000,Shih Tzu,,11201,7/16/18,8/3/19,2018
85129,PUNUM,F,2004,Brussels Griffon,,11201,7/16/18,8/3/19,2018
85192,PENELOPE,F,2016,German Shepherd Crossbreed,,11201,7/16/18,8/23/19,2018
85230,OLIVE,F,2010,French Bulldog,,11201,7/16/18,7/16/19,2018
85233,PITA,F,2017,American Bully,,11201,7/16/18,7/16/19,2018
85240,BOOMER,M,2016,Unknown,,11201,7/16/18,6/28/19,2018
85410,MILLIE,F,2013,Yorkshire Terrier,,11201,7/17/18,7/18/19,2018
85444,FINNEGAN,M,2013,Labrador Retriever,,11201,7/17/18,6/28/19,2018
85594,ISLA,M,2018,Goldendoodle,,11201,7/18/18,7/18/19,2018
85645,BENNY,M,2011,Dachshund Smooth Coat,,11201,7/18/18,8/6/19,2018
85652,MONTY,M,2005,Unknown,,11201,7/18/18,5/30/19,2018
85654,BIBI,F,2009,Chihuahua,,11201,7/18/18,9/5/19,2018
